post_id,person,username,account_type,caption,date,label
16,Lebron James,kingjames,influencer,Nothing like being inside the place where it all started putting in work! Felt as great as anything could feel. Love what St.V did for me while I attended and in return i just try to make you proud! #irishpride🍀 #striveforgreatness🚀 p.s. Of course my guy @mikemancias1 is always by my hip on alert! 👀 Yes sir brother!!,8/1/2018,1
17,Lebron James,kingjames,influencer,Nothing in this world is more POWERFUL than Colored Women!! Thank you all for continuing to not settled and setting great examples in life for some many looking up to you for inspiration/guidance and love!! My daughter is watching! #WomenPower💪🏾❤️👑,8/8/2018,1
18,Lebron James,kingjames,influencer,"I’m so proud of the team we’ve built. This cover photo shows you the great people who work everyday to create amazing stories.
Everyone reads about all these projects we’re doing- it’s because of the amazing people you see in this picture.
I want to thank each of every one of you for all your hard work and dedication. We are changing the game. Hard copies coming so you can send em to your friends and family! @springhillent @uninterrupted",9/20/2018,1
19,Lebron James,kingjames,influencer,I SINCERELY Thank and Appreciate my brother @justintimberlake and his beautiful wife @jessicabiel on visiting my kids @ipromiseschool!! I bet they were so ecstatic to see you guys!! Well I bet the teachers and faculty was too! Ha! Looked like a great time. Means a lot to me for you guys to take time out of y’all busy schedule and I know it meant a lot to my kids too! THANK YOU GUYS AGAIN SO MUCH!!!! 🙌🏾🙏🏾❤️ #JustKidsFromAkron👑 #WeAreFamily,10/3/2018,1
20,Lebron James,kingjames,influencer,She controls the music when she rides with me. The Boss aka Baby Z! 🤷🏾‍♂️ “Love is an Open Door” from Frozen soundtrack 🎶 #MyPrincess👸🏽,10/15/2018,1
1,Alisha Marie,alisha,influencer,thank you to each and every one of you who came to our meet & greet!! it means the world!!! love youuuu!!!! ♡,11/23/2014,0
2,Alisha Marie,alisha,influencer,"this is my bae...we're in a committed relationship ♡

ps...what is your fav drink from #starbucks or any other coffee shop?! I want to try new things!! you guys have to try a ""zebra hot chocolate"" it's literally amazing!!! :)",1/27/2015,0
3,Alisha Marie,alisha,influencer,"palm trees and polaroids ♡

ps...filming a super exciting video today! follow me on snapchat for some sneak peeks ->> LidaLu11 alsooo, what are your spring break plans?! :)",3/1/2015,0
4,Alisha Marie,alisha,influencer,"straight hair don't care ♡

ps..want to see a secret fashion haul i did? this top may be in it hehe here is the link!
http://www.amazon.com/dp/B00WTPHC2S/ref=va_vdp_sh1 alsooo, how did you style your hair today?? tell me in the comments!! :) #ad",4/29/2015,0
5,Alisha Marie,alisha,influencer,"take me to neverland ♡

ps.. don't forget to add me on snapchat so you can see me traveling in europe! add me!! ""LidaLu11"" alsooo, what is your fav disney movie? i literally love them all i can't pick just one!! :)",5/26/2015,0
6,Alisha Marie,alisha,influencer,"feelin summer vibes ♡

ps..who wants to win all of my summer essentials including this @pennyskateboards ?? stay tuned for next week's video!! also, what color penny board would you get?? :) @ubykotex #underwarrior #savetheundies",6/23/2015,0
7,Alisha Marie,alisha,influencer,"throwback to that one time at coachella ♡

ps...thank you SO much for 900,000 followers! getting so close to a million..whaaatttt?!? love you guys! question of the day, when did you start following me / how did you find out about my channel?! 💞",7/23/2015,0
8,Alisha Marie,alisha,influencer,"talk nerdy to me ♡

ps...who loves school supply shopping?! I'm giving away some amazing school supplies with @ubykotex !! watch my school supplies haul! link in my bio! alsooo, when do you start school? i start the 30th ahh #savetheundies #underwarrior 💞📚✨",8/13/2015,0
9,Alisha Marie,alisha,influencer,"let's make some memories together ♡
ps...currently traveling the country and its amazing! come see us on tour #girlsnightin !! copy and paste this link:: bit.ly/GNIAlishaM alsoooo, what city do you live in? we're currently in minneapolis and it's gorgeous! 💞💞",10/1/2015,0
10,Alisha Marie,alisha,influencer,"red lip classic ♡

ps...i miss you guys!! editing a vlog & main channel video! i was super sick the past week with strep 😷 but i'm feeling way better! thanks for all the get well wishes!! question of the day, what's your fav song? 💞🎧",10/23/2015,0
11,Alisha Marie,alisha,influencer,"id like to personally thank the #amas for having a backdrop that fits my Instagram feed haha ♡

ps..yesterday’s video link in my bio! ❤️✨
hair: @jenloura
styled by: @desireemorales
dress: @asos
shoes: @amiclubwear
jewelry: @dejewelry_usa
epic time lapse: @tommylundberg",11/20/2017,1
12,Alisha Marie,alisha,influencer,"when it’s cold but you don’t need no man cause you got a best friend haha ♡
ps..tag your bff @miastammer 💞❄️ #snow #travel #bigbear #bestfriend #bff",1/23/2018,1
13,Alisha Marie,alisha,influencer,Wow!! We hit 7 million subscribers and I’m speechless!! I always say this but I don’t deserve you guys...you’ve changed my life thank you thank you thank you!! I’ll keep making videos as long as you want me to! Thanks for letting me share my life with you! 😭🎉🙌🏼7️⃣💖🌴 #thankful #celebrate #party #alishamarie,2/25/2018,1
14,Alisha Marie,alisha,influencer,"spends 10 min trying to get a candid photo haha ♡

ps..chicago!! surprise meet up this saturday! come see a special movie screening of @miracleseason at the regal city north stadium from 11am - 4pm and hang out with me! only 200 spots so come early!! #livelikeline #themiracleseason #ad",3/29/2018,1
15,Alisha Marie,alisha,influencer,"calories don’t count on your birthday right?! haha ♡

ps..thank you all SO much for all of the videos / tweets / edits/ all the birthday love!! You’ve legit changed my life and I can’t thank you enough! It all means so much!! 😭🙌🏼💞🎂✨ #cake #birthday #birthdaycake #bday #bdaygirl",4/5/2018,1
16,Alisha Marie,alisha,influencer,"hiii instagram ♡

ps..if you didn’t see my newest video (link in bio) i decided to take a break from my channel rn..i explain everything in the video but just know i love you guys and i’m so thankful for everything..you guys are amazing!! seriously overwhelmed with all the support!! @revolve #revolvearoundtheworld
#revolve #fashionblogger #majorelle #losangeles #summer",5/16/2018,1
17,Alisha Marie,alisha,influencer,"thanks for the memories greece ♡
ps..my first greece vlog is up!! link in my bio! if you had a free ticket to go anywhere in the world where would you go?! 💞✨🌊📸 #greece #polaroid #bestfriends #travel #wanderlust #santorini #athens #mykonos",6/9/2018,1
18,Alisha Marie,alisha,influencer,"thanks agenda festival for involuntarily being my aesthetic ♡

ps..new vlog is up!! also, what videos do you want to see on my main channel?! 💞✨📸😱",7/18/2018,1
19,Alisha Marie,alisha,influencer,"waiting to find jack dawson so he can draw me like one of his french girls ♡

ps..what city do you live in? ⛲️🇫🇷 @benefitcosmetics #friendswithbenefit",8/7/2018,1
20,Alisha Marie,alisha,influencer,"reading comments on my new video liiikkkeeee... ♡

ps..new video link in my bio!! @ashnichole_xo went shopping for me at gucci and it gets awkward..haha please know this video is completely for fun!! I almost cut out all the sister banter but thought it was funny..if you have a sister you know haha i’m super grateful and got awkward cause it was so expensive..glad a lot of you love it tho and see how it’s just for fun!! 💞💻✨",10/7/2018,1
1,Brooklyn and Bailey McKnight,brooklynandbailey,influencer,I don't think our personalities could be more obvious then they are in this pic😂,11/7/2014,0
2,Brooklyn and Bailey McKnight,brooklynandbailey,influencer,"If you haven't already watched last week's video of our @Oreo challenge, simply click the link in our bio! We ❤️🍪's!",12/10/2014,0
3,Brooklyn and Bailey McKnight,brooklynandbailey,influencer,HAPPY BIRTHDAY TO THE CUTEST LITTLE SISTER EVER! Your so sweet and adorable 💗 happy fourth b-day!,2/10/2015,0
4,Brooklyn and Bailey McKnight,brooklynandbailey,influencer,New video is up!! Link is in our bio! We were so happy we got to meet those of you who came to our @psfromaero meet up! And for those of you that we didn't get to meet hopefully we can see you next time!😊,3/4/2015,0
5,Brooklyn and Bailey McKnight,brooklynandbailey,influencer,It's hard to believe it over but it is! Our last dance performance for this school year went great! Here is a cute pic of my besties (missing a few guys but eh it works😂) love these girls😍,4/26/2015,0
6,Brooklyn and Bailey McKnight,brooklynandbailey,influencer,"Just in time for #MothersDay! 💐 Click the video link in our bio to see how well we know our mom @cutegirlshairstyles! ❤️ also, be sure to watch 'til the end to see what our mom says about our grandma!",5/6/2015,0
7,Brooklyn and Bailey McKnight,brooklynandbailey,influencer,"Another cliche picture of the mountains:) Also, Brooklyn and I were thinking about doing a #askBandB video so comment below (using the hashtag) any questions you want us to answer in the video!",6/14/2015,0
8,Brooklyn and Bailey McKnight,brooklynandbailey,influencer,Thanks to all 600 of you wonderful people who came to see us in Edinburgh today!😘😘😘,7/17/2015,0
9,Brooklyn and Bailey McKnight,brooklynandbailey,influencer,It's crazy how your best friend can know you better than you know yourself😍 #ootds,8/16/2015,0
10,Brooklyn and Bailey McKnight,brooklynandbailey,influencer,It's a red sort of day😏♥️ #red #Texans #redzone #church,9/13/2015,0
11,Brooklyn and Bailey McKnight,brooklynandbailey,influencer,"What happens when #GivingTuesday and @girlupcampaign come together? 👀 #SchoolCycle! We are super excited to be partnering with #GirlUp to help raise money to give 1,000 girls in Malawi bikes to get to school!! Distance shouldn't keep a girl out of school 📓📚✏️ Click link in bio to donate! @fabletics is matching all donations so all donations will be DOUBLED TODAY ONLY!",11/28/2017,1
12,Brooklyn and Bailey McKnight,brooklynandbailey,influencer,We are channeling our inner Santa’s Helpers! 🎅🏼Looking for the perfect holiday gift for your friends? 🎁Click link in bio to check out some of our suggestions like these CUTE socks! 🧦 *VLOGMAS ALERT* Y’all we are SO EXCITED! We are doing 12 DAYS OF VLOGMAS and it starts TODAY!,12/13/2017,1
13,Brooklyn and Bailey McKnight,brooklynandbailey,influencer,"Beach bums🌞
please keep comments positive:)",1/27/2018,1
14,Brooklyn and Bailey McKnight,brooklynandbailey,influencer,"🔥Dropping hints about our NEW MERCH item coming tomorrow in video at 4 pm CST! Can you guess what it is??
•limited quantities so be ready ⭐️Bonus: you get TWO videos this week with a collab video with @iisuperwomanii coming Thursday at 4 pm CST⭐️",2/27/2018,1
15,Brooklyn and Bailey McKnight,brooklynandbailey,influencer,Our prank today on the rest of the #kcaprankstars was totally dripping with fun😉 Vote for us to get slimed tomorrow by posting on IG or twitter using #BBSquad! GO GO GO,3/22/2018,1
16,Brooklyn and Bailey McKnight,brooklynandbailey,influencer,When you try to dress like Kim Possible but people tell you it doesn’t work since you don’t have red hair,4/8/2018,1
17,Brooklyn and Bailey McKnight,brooklynandbailey,influencer,Couldn’t have found myself a better prom date ❤️,4/16/2018,1
18,Brooklyn and Bailey McKnight,brooklynandbailey,influencer,When your unicorn floatie is bigger than you 😂🦄 Click link in bio to check out our favorite swimsuits for the summer! You don't want to miss it! Go! Go! Go!,5/2/2018,1
19,Brooklyn and Bailey McKnight,brooklynandbailey,influencer,When Instagram picks your eyeshadow! ❤️ We let Instagram (aka YOU!!) decide our day for 24 hours! Click link in bio to see how your votes controlled our day!,6/20/2018,1
20,Brooklyn and Bailey McKnight,brooklynandbailey,influencer,"Throwback pic from our meet-ups @JCPenney! We loved meeting all 4,000+ of you!! If you haven’t already, go check out our curated @ArizonaJeanCo looks - seriously some cute stuff😍#AZYouAre #ad
",8/2/2018,1
